Host,Ping,Ext ports,22,53,1080,5000,6543,7000,7100,8888,10001,16992,16993,20005,20828,23502,27000,49152,49153
10.0.0.1,11,2,1,1,,,,,,,,,,,,,,,
10.0.0.73,11,2,1,1,,,,,,,,,,,,,,,
10.0.0.99,11,3,,,1,,2,,,1,1,2,2,2,2,2,2,,
10.0.0.136,11,2,,,,,,1,,,,,,,,,,,
10.0.0.175,11,2,,,,1,,1,1,,,,,,,,,1,1
10.0.0.46,11,2,1,,,,,,,,,,,,,,,,
